feelings_life,aboriginal,vis_minority,marital_status,education,self_rated_health,self_rated_mental_health,income_family,income_respondent,number_total_children_intention,is_male,age
10,No,Not a visible minority,Married,2,5,5,6,3,3,0,26.7
9,No,Not a visible minority,Married,3,4,3,3,2,0,0,28.9
10,No,Not a visible minority,Living common-law,6,5,5,3,1,0,0,24.2
8,No,Not a visible minority,Separated,4,3,3,2,2,0,0,49.9
5,No,Not a visible minority,"Single, never married",2,1,1,2,2,0,1,42.8
8,No,Not a visible minority,Married,1,4,4,2,1,0,1,32.1
10,No,Not a visible minority,Married,3,5,5,3,1,0,0,39.8
4,No,Not a visible minority,"Single, never married",4,4,3,3,3,0,1,44.1
8,No,Not a visible minority,Living common-law,3,3,1,3,1,0,0,30.3
10,No,Not a visible minority,Living common-law,2,5,4,6,3,0,1,54.9
8,No,Not a visible minority,Living common-law,1,3,1,2,1,0,1,44.7
10,Yes,Not a visible minority,Married,2,4,4,3,3,0,1,28.3
6,No,Not a visible minority,"Single, never married",3,4,4,6,1,2,0,31
9,No,Not a visible minority,Living common-law,2,1,1,2,2,0,0,36.2
7,No,Not a visible minority,"Single, never married",2,4,3,1,1,2,1,19.2
7,No,Not a visible minority,Married,6,4,3,3,1,4,0,35.9
9,No,Not a visible minority,Married,7,5,4,6,4,0,0,49.8
9,No,Not a visible minority,Married,6,4,5,6,3,0,1,70.3
8,No,Not a visible minority,Married,6,5,5,3,3,1,1,30.3
8,No,Not a visible minority,"Single, never married",3,4,5,6,3,2,1,30.4
8,No,Not a visible minority,Married,3,4,4,6,6,0,1,35.6
9,No,Not a visible minority,"Single, never married",3,5,5,6,3,2,1,26.8
10,No,Not a visible minority,Married,3,3,3,6,4,0,0,39.4
6,No,Not a visible minority,"Single, never married",2,4,3,1,1,2,1,31.5
7,No,Not a visible minority,"Single, never married",3,3,3,5,1,2,0,23.9
8,No,Not a visible minority,"Single, never married",7,4,3,2,2,0,0,48.8
10,No,Not a visible minority,Married,2,4,5,6,2,0,1,44.5
8,No,Not a visible minority,Living common-law,2,3,1,4,2,1,1,33.9
8,Yes,Not a visible minority,"Single, never married",1,3,3,1,1,4,0,29.6
8,No,Not a visible minority,Living common-law,6,3,3,6,3,0,0,32.9
8,No,Not a visible minority,Married,6,4,4,5,3,0,0,37.6
9,No,Not a visible minority,Married,6,4,4,5,4,2,1,42.1
9,No,Visible minority,Married,6,3,3,6,4,0,0,39.1
8,No,Not a visible minority,Living common-law,3,4,3,5,1,0,0,38.3
7,Yes,Not a visible minority,Married,3,4,4,2,1,1,1,36.1
9,No,Not a visible minority,Living common-law,4,3,5,3,2,2,1,30.3
5,No,Not a visible minority,"Single, never married",3,3,3,4,4,0,1,34.3
8,No,Not a visible minority,"Single, never married",1,4,4,2,2,0,1,38.4
10,Yes,Not a visible minority,"Single, never married",4,5,5,6,2,3,1,18.3
8,No,Not a visible minority,"Single, never married",1,5,4,1,1,0,0,16.8
9,No,Not a visible minority,Married,5,4,4,6,3,0,0,40.9
6,No,Not a visible minority,"Single, never married",5,3,1,3,3,0,0,27.8
5,No,Not a visible minority,Living common-law,2,3,3,4,2,0,0,34.2
8,No,Not a visible minority,Married,7,4,4,6,6,0,0,41.3
9,No,Visible minority,Married,6,5,4,6,4,1,0,32.1
9,No,Not a visible minority,"Single, never married",6,4,5,2,2,0,1,31.1
8,No,Not a visible minority,Living common-law,4,4,4,4,3,0,1,24.9
10,No,Not a visible minority,Living common-law,6,3,4,6,3,0,0,33.2
9,No,Not a visible minority,Married,6,4,4,5,2,0,0,34.5
10,No,Not a visible minority,Married,4,5,5,3,2,2,0,34
7,No,Not a visible minority,Divorced,3,3,4,3,3,0,1,50.9
9,No,Not a visible minority,Married,6,5,3,6,3,0,0,37.4
8,No,Not a visible minority,Married,2,3,3,3,2,0,1,39.4
10,No,Not a visible minority,"Single, never married",1,3,4,6,6,0,1,40.7
9,No,Not a visible minority,"Single, never married",2,5,3,6,1,2,1,18.8
9,No,Not a visible minority,Married,6,5,5,3,2,0,1,49.5
7,No,Not a visible minority,Married,3,5,1,4,1,0,1,54.7
7,No,Visible minority,"Single, never married",6,3,3,3,3,0,0,34.8
8,No,Not a visible minority,"Single, never married",4,4,5,2,2,2,1,31.7
7,No,Visible minority,"Single, never married",6,5,4,5,5,2,0,29.8
7,No,Not a visible minority,Married,4,5,4,6,5,0,1,45.4
4,No,Not a visible minority,"Single, never married",4,2,2,1,1,0,1,30.8
7,No,Not a visible minority,Married,4,3,3,5,4,0,1,38.8
9,No,Not a visible minority,Married,3,4,5,6,3,0,1,54.7
8,No,Not a visible minority,"Single, never married",3,4,4,6,1,2,0,21.9
7,No,Visible minority,"Single, never married",2,4,3,1,1,2,0,22.3
8,No,Not a visible minority,Married,3,3,3,6,2,0,1,55.4
10,No,Not a visible minority,"Single, never married",2,4,1,1,1,0,1,45.2
8,No,Not a visible minority,"Single, never married",2,5,5,6,1,2,1,19.6
9,No,Not a visible minority,"Single, never married",4,5,4,3,3,3,1,25.8
8,No,Not a visible minority,Married,3,3,3,6,6,0,1,48.4
7,No,Not a visible minority,"Single, never married",2,3,3,2,2,0,0,46.8
3,No,Not a visible minority,"Single, never married",1,1,2,1,1,2,1,19.4
7,Yes,Not a visible minority,Widowed,3,1,1,1,1,0,0,46.9
9,No,Not a visible minority,Married,2,3,3,6,1,0,1,50.3
7,No,Not a visible minority,Living common-law,7,1,5,6,4,0,1,44.8
8,No,Not a visible minority,"Single, never married",3,4,3,1,1,3,0,26
5,No,Not a visible minority,Living common-law,1,3,3,2,2,1,1,51
9,No,Not a visible minority,"Single, never married",4,3,4,1,1,2,1,19.5
8,No,Not a visible minority,"Single, never married",2,4,3,5,1,2,0,18.8
8,No,Not a visible minority,Living common-law,2,5,5,2,2,2,0,33
8,No,Not a visible minority,"Single, never married",1,3,3,1,1,2,0,29.8
6,No,Not a visible minority,"Single, never married",4,3,4,2,2,2,1,38.4
0,No,Not a visible minority,Widowed,3,5,5,6,6,0,1,37.4
8,No,Not a visible minority,Living common-law,3,3,4,4,2,0,1,31.9
8,No,Not a visible minority,"Single, never married",2,4,4,6,2,2,1,21.6
8,No,Not a visible minority,Divorced,5,5,3,2,2,0,0,42.6
10,Yes,Not a visible minority,Living common-law,3,5,3,4,2,0,0,40.6
7,No,Not a visible minority,Married,7,3,3,6,4,1,0,36.9
10,No,Not a visible minority,"Single, never married",1,4,5,2,2,0,0,47.5
9,Yes,Not a visible minority,Married,3,4,3,5,4,2,1,31.4
9,No,Not a visible minority,"Single, never married",1,4,5,4,1,2,0,16
10,No,Not a visible minority,Married,3,5,5,3,1,3,0,30.1
8,No,Not a visible minority,Living common-law,3,3,5,2,2,0,1,43.4
10,No,Not a visible minority,Living common-law,3,4,5,6,3,3,0,30.4
8,Yes,Not a visible minority,"Single, never married",1,5,5,1,1,2,0,17.8
9,No,Not a visible minority,Married,2,4,4,2,1,3,0,22
8,No,Not a visible minority,Married,2,4,4,6,2,0,1,40.4
9,No,Not a visible minority,Married,3,3,3,6,4,0,1,48.3
9,No,Not a visible minority,"Single, never married",3,4,5,1,1,1,1,38.8
10,No,Visible minority,"Single, never married",1,4,5,6,1,3,0,15.3
8,No,Not a visible minority,"Single, never married",2,3,5,4,2,0,1,41.2
10,Yes,Not a visible minority,Married,2,4,4,6,4,0,1,51.7
10,No,Not a visible minority,Living common-law,3,4,4,5,2,2,0,37.2
9,No,Not a visible minority,"Single, never married",2,5,5,5,1,0,0,17.2
8,No,Not a visible minority,Married,3,4,4,1,1,2,0,32.4
8,No,Not a visible minority,"Single, never married",6,4,4,4,4,0,0,46.7
9,No,Not a visible minority,Living common-law,3,5,5,6,6,0,1,44.2
7,No,Not a visible minority,"Single, never married",7,4,3,4,4,0,0,41.3
9,No,Not a visible minority,Living common-law,2,1,5,3,2,2,1,26.9
7,No,Not a visible minority,Married,3,4,4,6,4,0,0,49.3
8,No,Not a visible minority,"Single, never married",7,3,3,2,2,0,0,50
8,No,Not a visible minority,Married,2,4,2,5,4,0,1,38.8
7,No,Not a visible minority,Married,6,4,4,4,4,0,1,54.2
9,No,Not a visible minority,Married,2,4,5,4,1,0,0,38.3
8,No,Not a visible minority,Living common-law,4,5,3,6,4,0,1,39.4
9,No,Not a visible minority,Married,3,3,4,4,3,2,1,30.9
9,No,Not a visible minority,Married,2,3,3,6,2,0,0,34.8
9,No,Not a visible minority,Married,4,3,3,4,2,2,1,28
8,No,Visible minority,Married,6,5,4,5,4,0,0,40
8,No,Not a visible minority,Married,6,4,4,5,3,0,1,46.5
10,No,Not a visible minority,"Single, never married",1,1,3,1,1,0,0,42.2
6,No,Not a visible minority,"Single, never married",2,3,3,6,2,0,1,20.2
9,No,Not a visible minority,"Single, never married",3,4,5,5,5,0,1,49
8,No,Not a visible minority,Living common-law,4,4,4,5,3,0,1,38.6
3,No,Not a visible minority,"Single, never married",3,3,2,2,2,1,0,34
9,No,Not a visible minority,"Single, never married",5,2,5,2,2,0,1,49.9
10,No,Not a visible minority,"Single, never married",1,5,5,6,1,4,0,16.7
9,No,Not a visible minority,Living common-law,6,4,5,3,1,0,1,30.3
5,Yes,Not a visible minority,"Single, never married",2,3,3,2,2,0,1,46.9
9,No,Not a visible minority,Living common-law,6,3,4,5,4,0,0,47.8
7,No,Not a visible minority,"Single, never married",2,4,3,1,1,0,0,35.4
8,No,Not a visible minority,"Single, never married",2,4,4,6,1,2,1,20.9
10,No,Don't know,"Single, never married",3,5,5,6,1,2,0,20.8
6,No,Not a visible minority,"Single, never married",2,1,1,2,2,0,0,30.2
8,No,Not a visible minority,Married,2,4,4,5,2,0,1,50.5
8,No,Not a visible minority,"Single, never married",2,4,3,1,1,0,1,18.8
8,No,Not a visible minority,Married,7,4,4,5,3,0,0,39.3
7,No,Not a visible minority,Married,3,4,3,6,5,0,1,41.8
9,No,Not a visible minority,Living common-law,2,5,4,2,2,0,0,30.5
8,No,Not a visible minority,"Single, never married",6,4,4,6,2,0,1,30
9,No,Not a visible minority,Married,4,4,4,2,1,0,1,50.5
10,No,Not a visible minority,Married,3,3,3,5,2,2,0,30.4
7,No,Not a visible minority,Married,6,3,3,5,3,0,0,36.2
7,No,Not a visible minority,Married,6,3,4,6,6,0,1,46
8,Yes,Not a visible minority,Married,3,3,4,5,3,0,1,46.9
8,No,Not a visible minority,"Single, never married",2,3,3,4,4,0,1,29.2
5,No,Not a visible minority,"Single, never married",1,3,1,2,2,3,0,25.4
8,No,Not a visible minority,Married,7,4,4,6,4,0,0,45.6
10,No,Not a visible minority,Married,3,3,3,5,2,0,0,42.5
10,No,Not a visible minority,Married,2,4,3,2,2,0,0,39.8
10,No,Not a visible minority,Living common-law,1,5,5,5,4,0,1,35.7
8,No,Not a visible minority,Divorced,3,3,3,3,3,0,0,47
9,No,Not a visible minority,"Single, never married",4,5,4,3,2,0,1,48.7
6,No,Not a visible minority,Married,3,4,4,6,4,0,0,42.4
8,No,Not a visible minority,"Single, never married",2,4,4,4,1,2,0,22.8
10,No,Not a visible minority,Married,6,5,5,5,2,0,1,39
9,No,Not a visible minority,Married,3,4,3,4,2,0,0,33.4
8,No,Not a visible minority,Living common-law,3,4,4,4,2,0,0,30.9
8,No,Not a visible minority,Divorced,3,3,3,3,3,0,0,48.4
8,No,Not a visible minority,Married,6,5,4,4,4,0,1,46
10,No,Not a visible minority,Married,2,4,5,6,3,0,1,55.1
7,No,Not a visible minority,Divorced,6,3,3,4,4,0,0,41.1
9,No,Not a visible minority,"Single, never married",2,4,3,1,1,2,1,20.2
8,No,Not a visible minority,Living common-law,3,4,1,4,1,2,0,22.3
10,No,Not a visible minority,Married,6,5,5,6,4,2,0,34.7
4,No,Not a visible minority,"Single, never married",3,3,1,1,1,0,0,36
7,No,Not a visible minority,Married,3,3,3,6,4,0,1,43.8
7,No,Not a visible minority,"Single, never married",4,1,4,2,2,0,0,25.5
7,No,Not a visible minority,"Single, never married",4,5,5,2,2,0,0,37.6
9,No,Not a visible minority,"Single, never married",3,5,5,3,3,1,1,32.7
10,No,Not a visible minority,Married,6,4,4,4,1,0,1,38.8
7,No,Not a visible minority,Married,6,3,3,6,1,0,0,45.5
9,No,Not a visible minority,"Single, never married",4,5,5,3,3,0,0,40.2
8,Yes,Not a visible minority,Married,6,4,4,6,6,0,1,48.1
9,No,Not a visible minority,Married,7,4,4,5,3,0,0,34.6
5,Yes,Not a visible minority,"Single, never married",3,3,3,3,3,0,1,41.3
10,No,Not a visible minority,"Single, never married",3,5,5,5,3,0,1,37.7
10,No,Not a visible minority,"Single, never married",4,5,5,1,1,0,0,44.8
7,No,Not a visible minority,"Single, never married",6,3,3,6,5,2,0,37.7
3,No,Visible minority,"Single, never married",2,3,3,3,3,0,1,22.9
8,Yes,Not a visible minority,"Single, never married",2,5,4,1,1,2,0,21.9
9,No,Not a visible minority,"Single, never married",2,5,4,1,1,2,1,33.2
8,No,Not a visible minority,"Single, never married",3,4,5,3,3,0,1,48.6
9,No,Not a visible minority,Separated,6,5,5,3,3,0,1,42.9
10,No,Not a visible minority,Married,2,5,5,6,6,0,1,53.9
7,No,Not a visible minority,"Single, never married",2,3,3,4,1,3,1,19.9
8,No,Not a visible minority,Married,3,5,5,6,2,0,0,31.2
9,No,Not a visible minority,Widowed,2,5,4,2,2,0,1,41
5,No,Not a visible minority,"Single, never married",2,3,4,3,1,2,1,26.6
8,No,Visible minority,"Single, never married",7,5,4,4,3,0,0,28.1
8,No,Not a visible minority,Married,1,4,3,2,1,0,0,34.1
8,No,Not a visible minority,Living common-law,6,5,4,4,1,2,0,31.1
9,No,Not a visible minority,Married,7,4,4,6,6,0,1,42.7
7,No,Not a visible minority,Married,2,1,3,2,1,3,1,25.5
8,No,Not a visible minority,Married,6,4,4,6,3,0,0,40.5
7,No,Not a visible minority,"Single, never married",3,3,4,1,1,0,1,39.6
10,No,Not a visible minority,Married,6,5,5,6,6,0,1,34.8
9,No,Not a visible minority,Married,5,4,4,6,3,0,0,45.4
10,No,Not a visible minority,Married,2,4,3,6,4,4,1,33.2
7,No,Not a visible minority,Married,7,4,4,6,4,0,1,36.8
8,No,Not a visible minority,Living common-law,6,5,5,6,5,0,0,47.3
10,No,Not a visible minority,Married,3,4,4,3,1,2,0,28.2
7,No,Not a visible minority,"Single, never married",6,4,3,2,2,2,1,30.3
10,No,Not a visible minority,Married,3,4,4,4,2,0,0,34
8,No,Not a visible minority,"Single, never married",3,1,1,3,3,0,0,38
8,No,Not a visible minority,Married,4,5,3,6,3,0,1,37.4
9,No,Not a visible minority,"Single, never married",3,4,4,2,2,2,0,27
9,No,Not a visible minority,Living common-law,1,3,3,4,3,0,1,32.5
9,No,Not a visible minority,Living common-law,6,5,4,6,4,2,0,28.3
8,No,Not a visible minority,Divorced,2,5,4,1,1,0,1,50.9
6,No,Not a visible minority,Living common-law,2,5,5,5,2,0,1,36.4
10,No,Not a visible minority,Married,6,4,4,6,4,0,0,39.8
8,No,Not a visible minority,"Single, never married",2,3,4,2,2,0,1,27.6
7,No,Not a visible minority,"Single, never married",6,3,3,3,3,0,0,48.2
8,No,Not a visible minority,"Single, never married",3,3,3,2,2,0,0,46.5
7,No,Not a visible minority,"Single, never married",1,3,4,1,1,2,0,16.6
10,No,Not a visible minority,Married,7,5,5,6,6,0,1,42.9
8,No,Not a visible minority,Living common-law,6,5,3,4,1,2,0,23.3
8,No,Not a visible minority,"Single, never married",2,1,3,6,1,1,1,19.4
8,No,Not a visible minority,Married,7,3,4,6,4,0,1,41.1
10,No,Visible minority,"Single, never married",1,4,3,5,1,2,1,16.8
8,No,Not a visible minority,Married,3,4,4,6,3,0,1,37.3
9,No,Not a visible minority,Married,2,5,5,6,4,0,1,52.6
8,No,Not a visible minority,"Single, never married",3,5,5,4,4,2,1,38.8
7,No,Not a visible minority,"Single, never married",2,4,4,3,3,2,1,39.3
10,No,Not a visible minority,Married,3,5,5,4,3,0,1,33.5
10,No,Not a visible minority,"Single, never married",7,5,5,3,3,3,1,29.2
8,No,Not a visible minority,"Single, never married",6,5,5,4,3,2,1,26.5
7,No,Not a visible minority,"Single, never married",5,3,3,6,1,2,0,24
7,No,Not a visible minority,Married,6,4,5,4,2,0,0,38.1
8,No,Not a visible minority,Married,6,4,4,6,6,0,1,36.3
5,No,Not a visible minority,"Single, never married",2,3,5,6,2,0,1,33.4
8,Yes,Not a visible minority,Living common-law,2,3,4,3,2,0,1,34.8
7,No,Not a visible minority,Divorced,6,5,3,3,3,0,0,49.3
9,No,Not a visible minority,Divorced,2,4,4,4,4,0,1,47.6
9,No,Not a visible minority,Divorced,3,4,4,4,4,0,1,40.1
8,Yes,Not a visible minority,Married,2,1,1,6,1,0,0,32.2
9,Yes,Not a visible minority,Married,4,3,4,4,2,2,1,28.3
8,No,Not a visible minority,Living common-law,2,5,4,4,2,0,0,29.3
8,No,Not a visible minority,"Single, never married",3,3,4,3,3,2,1,32.4
10,No,Not a visible minority,Married,3,4,4,2,2,0,0,40.6
6,No,Not a visible minority,Divorced,6,3,3,3,3,0,0,47.8
6,No,Not a visible minority,"Single, never married",2,1,1,1,1,0,1,25.7
8,No,Not a visible minority,Married,3,4,5,4,2,0,0,40.8
10,No,Not a visible minority,Living common-law,6,5,5,6,2,2,0,36.4
8,No,Not a visible minority,"Single, never married",1,4,4,2,1,3,1,16.5
7,No,Not a visible minority,"Single, never married",2,5,4,5,1,2,1,24.1
10,No,Visible minority,"Single, never married",3,4,5,2,2,0,0,35.6
8,No,Visible minority,Living common-law,3,4,4,5,2,2,0,23.9
8,No,Not a visible minority,"Single, never married",7,4,4,6,6,0,1,49.4
9,No,Not a visible minority,"Single, never married",1,5,5,5,1,2,0,15.5
8,No,Not a visible minority,Married,7,5,5,6,4,2,0,29.8
8,No,Not a visible minority,"Single, never married",6,3,4,3,3,0,0,49.1
8,No,Not a visible minority,"Single, never married",1,4,3,4,1,0,0,15.8
8,No,Not a visible minority,"Single, never married",3,4,4,6,1,3,0,21.5
8,No,Not a visible minority,"Single, never married",6,5,3,3,3,2,1,32.4
7,No,Not a visible minority,Divorced,2,3,5,2,2,0,0,33.4
8,No,Not a visible minority,"Single, never married",3,3,5,2,2,2,1,33.6
10,No,Not a visible minority,Married,6,5,5,6,6,0,1,39.6
10,No,Not a visible minority,Living common-law,6,5,4,5,1,2,0,26.9
9,No,Not a visible minority,Married,2,3,3,6,2,0,0,41.9
10,No,Not a visible minority,Married,4,5,4,3,1,0,0,37.3
8,No,Not a visible minority,"Single, never married",6,4,4,2,1,3,1,25
9,No,Not a visible minority,Married,3,5,5,5,3,0,1,40
7,No,Visible minority,"Single, never married",2,1,4,5,2,3,1,27.9
7,No,Not a visible minority,"Single, never married",2,2,1,5,1,0,0,32.3
9,No,Visible minority,Married,6,5,5,6,6,2,1,44.1
8,No,Not a visible minority,Married,7,5,5,5,1,0,0,39.4
9,No,Not a visible minority,Divorced,7,5,4,4,4,2,0,33
10,No,Not a visible minority,Married,3,5,4,4,2,0,0,36.5
7,No,Not a visible minority,"Single, never married",2,3,3,1,1,2,1,22.2
10,No,Not a visible minority,Married,6,4,4,6,3,3,0,29.8
10,No,Not a visible minority,Living common-law,6,5,4,4,2,3,0,31.6
8,No,Not a visible minority,"Single, never married",3,4,5,2,2,2,0,28.3
10,No,Not a visible minority,"Single, never married",6,4,4,6,1,0,0,25.1
10,No,Not a visible minority,Married,6,5,5,6,4,0,0,40.7
10,No,Not a visible minority,Married,7,5,5,6,4,2,0,35
5,No,Not a visible minority,Married,5,5,3,6,5,0,1,40.8
7,No,Not a visible minority,Living common-law,2,5,4,4,3,0,1,39.8
10,No,Not a visible minority,Married,3,4,5,3,3,0,1,33.3
8,No,Not a visible minority,Living common-law,4,4,4,5,3,0,1,37.3
9,No,Not a visible minority,Married,6,4,4,6,3,0,0,42.9
8,No,Not a visible minority,Living common-law,7,3,1,6,2,2,0,27.4
10,No,Not a visible minority,Married,2,3,5,2,2,3,1,29
9,No,Not a visible minority,Living common-law,3,3,3,5,2,3,0,26.1
9,No,Not a visible minority,Married,7,3,5,6,4,3,0,33.5
9,Yes,Not a visible minority,"Single, never married",5,1,5,2,2,0,0,49.2
8,No,Not a visible minority,"Single, never married",1,3,1,1,1,3,0,15.5
0,No,Not a visible minority,"Single, never married",2,2,2,1,1,0,0,41.6
10,No,Not a visible minority,Married,2,5,5,6,4,3,1,32.2
8,No,Not a visible minority,Married,2,3,3,4,1,0,0,34.9
8,No,Not a visible minority,Married,5,4,4,3,3,0,1,48.2
8,No,Not a visible minority,"Single, never married",6,3,4,6,2,3,0,22.4
8,No,Not a visible minority,Married,6,3,4,4,1,2,0,24.8
9,No,Not a visible minority,Married,2,5,5,5,3,0,0,47.9
9,No,Not a visible minority,Living common-law,3,3,3,6,4,2,1,38
8,No,Not a visible minority,Divorced,3,3,4,3,2,0,1,49.8
5,No,Not a visible minority,Divorced,3,2,1,1,1,0,0,46.9
9,No,Not a visible minority,Married,6,5,5,3,3,4,0,25.6
8,No,Not a visible minority,Divorced,3,4,3,2,2,0,0,32.8
7,No,Not a visible minority,Living common-law,3,3,5,5,2,0,0,43.3
2,No,Not a visible minority,"Single, never married",2,1,1,1,1,0,1,35.9
8,No,Not a visible minority,"Single, never married",1,5,5,3,1,1,1,25.2
10,No,Not a visible minority,Married,2,4,4,5,2,2,0,31.4
8,No,Not a visible minority,Married,6,4,4,6,4,0,0,38.2
8,No,Not a visible minority,"Single, never married",2,4,1,1,1,4,0,18.3
8,No,Not a visible minority,Divorced,7,5,5,4,4,0,0,43.7
10,No,Not a visible minority,Married,3,3,3,6,3,0,0,46.7
10,No,Not a visible minority,Living common-law,3,5,5,4,2,2,1,28.6
8,No,Not a visible minority,Married,3,1,3,6,3,0,0,47.5
8,No,Not a visible minority,Married,6,5,4,6,1,0,0,37.3
8,No,Not a visible minority,Married,6,4,4,6,5,0,1,37.9
8,No,Not a visible minority,Living common-law,3,5,5,5,2,0,0,32.5
8,No,Not a visible minority,Married,3,4,3,6,4,0,0,40.5
8,No,Not a visible minority,"Single, never married",3,4,4,2,2,0,0,39.4
8,No,Not a visible minority,Living common-law,6,3,4,4,3,2,0,31
7,No,Not a visible minority,"Single, never married",3,4,4,2,2,2,0,25.9
9,No,Not a visible minority,Married,6,5,4,3,2,0,0,43.5
10,No,Not a visible minority,Married,3,5,5,6,3,0,1,43
7,No,Not a visible minority,"Single, never married",3,3,4,6,1,2,1,21
7,No,Not a visible minority,Living common-law,3,3,3,3,2,0,0,29.4
